"ASD","t","L","M","Y","n","fr"
"48.2",195,56,3,2017,3,0.0067240849310687
"48.2",195,58,3,2017,3,0.000841692013313273
"48.2",195,60,3,2017,3,0.000565161748358228
"48.2",195,62,3,2017,3,0
"48.2",195,64,3,2017,3,0
"48.2",195,66,3,2017,3,0
"48.2",195,68,3,2017,3,0
"48.2",195,70,3,2017,3,0
"48.2",195,72,3,2017,3,0
"48.2",195,74,3,2017,3,0
"48.2",195,76,3,2017,3,0
"48.2",195,78,3,2017,3,0
"48.2",195,80,3,2017,3,0
"48.2",195,82,3,2017,3,0
"48.2",195,84,3,2017,3,0
"48.2",195,86,3,2017,3,0
"48.2",195,88,3,2017,3,0
"48.2",195,90,3,2017,3,0
"48.2",195,92,3,2017,3,0
"48.2",195,94,3,2017,3,0
"48.2",195,96,3,2017,3,0
"48.2",195,98,3,2017,3,0
"48.2",195,100,3,2017,3,0
"48.2",199,0,7,2017,1,0
"48.2",199,2,7,2017,1,0
"48.2",199,4,7,2017,1,0
"48.2",199,6,7,2017,1,0
"48.2",199,8,7,2017,1,0
"48.2",199,10,7,2017,1,0
"48.2",199,12,7,2017,1,0
"48.2",199,14,7,2017,1,0
"48.2",199,16,7,2017,1,0
"48.2",199,18,7,2017,1,0
"48.2",199,20,7,2017,1,0
"48.2",199,22,7,2017,1,0
"48.2",199,24,7,2017,1,0.00689721860824923
"48.2",199,26,7,2017,1,0.00879443721649847
"48.2",199,28,7,2017,1,0.0312055627835015
"48.2",199,30,7,2017,1,0.0493083441752523
"48.2",199,32,7,2017,1,0.0825888744329969
"48.2",199,34,7,2017,1,0.168616688350505
"48.2",199,36,7,2017,1,0.157411125567003
"48.2",199,38,7,2017,1,0.126363972010268
"48.2",199,40,7,2017,1,0.102588874432997
"48.2",199,42,7,2017,1,0.114486093041246
"48.2",199,44,7,2017,1,0.0562055627835015
"48.2",199,46,7,2017,1,0.0315610605154893
"48.2",199,48,7,2017,1,0.0332805302577446
"48.2",199,50,7,2017,1,0.02
"48.2",199,52,7,2017,1,0.00879443721649847
"48.2",199,54,7,2017,1,0.00189721860824924
"48.2",199,56,7,2017,1,0
"48.2",199,58,7,2017,1,0
"48.2",199,60,7,2017,1,0
"48.2",199,62,7,2017,1,0
"48.2",199,64,7,2017,1,0
"48.2",199,66,7,2017,1,0
"48.2",199,68,7,2017,1,0
"48.2",199,70,7,2017,1,0
"48.2",199,72,7,2017,1,0
"48.2",199,74,7,2017,1,0
"48.2",199,76,7,2017,1,0
"48.2",199,78,7,2017,1,0
"48.2",199,80,7,2017,1,0
"48.2",199,82,7,2017,1,0
"48.2",199,84,7,2017,1,0
"48.2",199,86,7,2017,1,0
"48.2",199,88,7,2017,1,0
"48.2",199,90,7,2017,1,0
"48.2",199,92,7,2017,1,0
"48.2",199,94,7,2017,1,0
"48.2",199,96,7,2017,1,0
"48.2",199,98,7,2017,1,0
"48.2",199,100,7,2017,1,0
"48.2",204,0,12,2017,2,0
"48.2",204,2,12,2017,2,0
"48.2",204,4,12,2017,2,0
"48.2",204,6,12,2017,2,0
"48.2",204,8,12,2017,2,0
"48.2",204,10,12,2017,2,0
"48.2",204,12,12,2017,2,0
"48.2",204,14,12,2017,2,0
"48.2",204,16,12,2017,2,0.000224259485463554
"48.2",204,18,12,2017,2,0.00054194004927519
"48.2",204,20,12,2017,2,0.000969703650048814
"48.2",204,22,12,2017,2,0.00298440280328083
"48.2",204,24,12,2017,2,0.00905602372381274
"48.2",204,26,12,2017,2,0.010893082574315
"48.2",204,28,12,2017,2,0.0143615110315495
"48.2",204,30,12,2017,2,0.0316078307593332
"48.2",204,32,12,2017,2,0.0469505051285078
"48.2",204,34,12,2017,2,0.0749657827606759
"48.2",204,36,12,2017,2,0.106163393942256
"48.2",204,38,12,2017,2,0.129371573160927
"48.2",204,40,12,2017,2,0.139486747045994
"48.2",204,42,12,2017,2,0.114727498396999
"48.2",204,44,12,2017,2,0.121072591078469
"48.2",204,46,12,2017,2,0.0904233139285825
"48.2",204,48,12,2017,2,0.0547868906544933
"48.2",204,50,12,2017,2,0.0307667288410709
"48.2",204,52,12,2017,2,0.0118953692970579
"48.2",204,54,12,2017,2,0.00713578207870889
"48.2",204,56,12,2017,2,0.0010783989889243
"48.2",204,58,12,2017,2,0.00053667062025463
"48.2",204,60,12,2017,2,0
"48.2",204,62,12,2017,2,0
"48.2",204,64,12,2017,2,0
"48.2",204,66,12,2017,2,0
"48.2",204,68,12,2017,2,0
"48.2",204,70,12,2017,2,0
"48.2",204,72,12,2017,2,0
"48.2",204,74,12,2017,2,0
"48.2",204,76,12,2017,2,0
"48.2",204,78,12,2017,2,0
"48.2",204,80,12,2017,2,0
"48.2",204,82,12,2017,2,0
"48.2",204,84,12,2017,2,0
"48.2",204,86,12,2017,2,0
"48.2",204,88,12,2017,2,0
"48.2",204,90,12,2017,2,0
"48.2",204,92,12,2017,2,0
"48.2",204,94,12,2017,2,0
"48.2",204,96,12,2017,2,0
"48.2",204,98,12,2017,2,0
"48.2",204,100,12,2017,2,0
"48.2",205,0,1,2018,6,0
"48.2",205,2,1,2018,6,0
"48.2",205,4,1,2018,6,0
"48.2",205,6,1,2018,6,0
"48.2",205,8,1,2018,6,0
"48.2",205,10,1,2018,6,0
"48.2",205,12,1,2018,6,0
"48.2",205,14,1,2018,6,0
"48.2",205,16,1,2018,6,7.37840214236773e-05
"48.2",205,18,1,2018,6,0
"48.2",205,20,1,2018,6,0.000180483154757243
"48.2",205,22,1,2018,6,0.00117110289952693
"48.2",205,24,1,2018,6,0.0019674011530925
"48.2",205,26,1,2018,6,0.0048967968448261
"48.2",205,28,1,2018,6,0.006043174226791
"48.2",205,30,1,2018,6,0.0110172985179712
"48.2",205,32,1,2018,6,0.0228976271164916
"48.2",205,34,1,2018,6,0.0476599724821654
"48.2",205,36,1,2018,6,0.0864599761638889
"48.2",205,38,1,2018,6,0.113193239377562
"48.2",205,40,1,2018,6,0.152703353255188
"48.2",205,42,1,2018,6,0.165617483053972
"48.2",205,44,1,2018,6,0.124829418121981
"48.2",205,46,1,2018,6,0.126723712304937
"48.2",205,48,1,2018,6,0.0785315019915859
"48.2",205,50,1,2018,6,0.0422635754700443
"48.2",205,52,1,2018,6,0.0105559457108508
"48.2",205,54,1,2018,6,0.00240113839248562
"48.2",205,56,1,2018,6,0.000457661117861163
"48.2",205,58,1,2018,6,0.00017767731129838
"48.2",205,60,1,2018,6,0
"48.2",205,62,1,2018,6,0.00017767731129838
"48.2",205,64,1,2018,6,0
"48.2",205,66,1,2018,6,0
"48.2",205,68,1,2018,6,0
"48.2",205,70,1,2018,6,0
"48.2",205,72,1,2018,6,0
"48.2",205,74,1,2018,6,0
"48.2",205,76,1,2018,6,0
"48.2",205,78,1,2018,6,0
"48.2",205,80,1,2018,6,0
"48.2",205,82,1,2018,6,0
"48.2",205,84,1,2018,6,0
"48.2",205,86,1,2018,6,0
"48.2",205,88,1,2018,6,0
"48.2",205,90,1,2018,6,0
"48.2",205,92,1,2018,6,0
"48.2",205,94,1,2018,6,0
"48.2",205,96,1,2018,6,0
"48.2",205,98,1,2018,6,0
"48.2",205,100,1,2018,6,0
"48.2",206,0,2,2018,6,0
"48.2",206,2,2,2018,6,0
"48.2",206,4,2,2018,6,0
"48.2",206,6,2,2018,6,0
"48.2",206,8,2,2018,6,0
"48.2",206,10,2,2018,6,0
"48.2",206,12,2,2018,6,0
"48.2",206,14,2,2018,6,0
"48.2",206,16,2,2018,6,0
"48.2",206,18,2,2018,6,0.000218309433648754
"48.2",206,20,2,2018,6,0.000142328848550624
"48.2",206,22,2,2018,6,0.000322291557521047
"48.2",206,24,2,2018,6,0.00103783309259517
"48.2",206,26,2,2018,6,0.00212286394919615
"48.2",206,28,2,2018,6,0.00328658941782456
"48.2",206,30,2,2018,6,0.00673293682397856
"48.2",206,32,2,2018,6,0.0138233911085064
"48.2",206,34,2,2018,6,0.0262069799976882
"48.2",206,36,2,2018,6,0.0582881083231134
"48.2",206,38,2,2018,6,0.0819815268993644
"48.2",206,40,2,2018,6,0.132775081366422
"48.2",206,42,2,2018,6,0.165933644815406
"48.2",206,44,2,2018,6,0.134820397223504
"48.2",206,46,2,2018,6,0.151669449744884
"48.2",206,48,2,2018,6,0.116242328394052
"48.2",206,50,2,2018,6,0.070144797707842
"48.2",206,52,2,2018,6,0.026059024144988
"48.2",206,54,2,2018,6,0.00631088130288873
"48.2",206,56,2,2018,6,0.00142463379121424
"48.2",206,58,2,2018,6,0.000350193915018375
"48.2",206,60,2,2018,6,0.000106408141793141
"48.2",206,62,2,2018,6,0
"48.2",206,64,2,2018,6,0
"48.2",206,66,2,2018,6,0
"48.2",206,68,2,2018,6,0
"48.2",206,70,2,2018,6,0
"48.2",206,72,2,2018,6,0
"48.2",206,74,2,2018,6,0
"48.2",206,76,2,2018,6,0
"48.2",206,78,2,2018,6,0
"48.2",206,80,2,2018,6,0
"48.2",206,82,2,2018,6,0
"48.2",206,84,2,2018,6,0
"48.2",206,86,2,2018,6,0
"48.2",206,88,2,2018,6,0
"48.2",206,90,2,2018,6,0
"48.2",206,92,2,2018,6,0
"48.2",206,94,2,2018,6,0
"48.2",206,96,2,2018,6,0
"48.2",206,98,2,2018,6,0
"48.2",206,100,2,2018,6,0
"48.2",207,0,3,2018,3,0
"48.2",207,2,3,2018,3,0
"48.2",207,4,3,2018,3,0
"48.2",207,6,3,2018,3,0
"48.2",207,8,3,2018,3,0
"48.2",207,10,3,2018,3,0
"48.2",207,12,3,2018,3,0
"48.2",207,14,3,2018,3,0
"48.2",207,16,3,2018,3,0
"48.2",207,18,3,2018,3,0
"48.2",207,20,3,2018,3,0
"48.2",207,22,3,2018,3,0
"48.2",207,24,3,2018,3,0
"48.2",207,26,3,2018,3,0
"48.2",207,28,3,2018,3,0
"48.2",207,30,3,2018,3,0.000250080671184253
"48.2",207,32,3,2018,3,0.00270106476254864
"48.2",207,34,3,2018,3,0.00315226414094949
"48.2",207,36,3,2018,3,0.00641324392681586
"48.2",207,38,3,2018,3,0.0211701730222689
"48.2",207,40,3,2018,3,0.0541801055600831
"48.2",207,42,3,2018,3,0.102177673784587
"48.2",207,44,3,2018,3,0.142107712545462
"48.2",207,46,3,2018,3,0.189561569984111
"48.2",207,48,3,2018,3,0.175054754397288
"48.2",207,50,3,2018,3,0.156311298827394
"48.2",207,52,3,2018,3,0.0806445175687981
"48.2",207,54,3,2018,3,0.0421551272055584
"48.2",207,56,3,2018,3,0.0158726436623177
"48.2",207,58,3,2018,3,0.00682879070001821
"48.2",207,60,3,2018,3,0.00141897924061525
"48.2",207,62,3,2018,3,0
"48.2",207,64,3,2018,3,0
"48.2",207,66,3,2018,3,0
"48.2",207,68,3,2018,3,0
"48.2",207,70,3,2018,3,0
"48.2",207,72,3,2018,3,0
"48.2",207,74,3,2018,3,0
"48.2",207,76,3,2018,3,0
"48.2",207,78,3,2018,3,0
"48.2",207,80,3,2018,3,0
"48.2",207,82,3,2018,3,0
"48.2",207,84,3,2018,3,0
"48.2",207,86,3,2018,3,0
"48.2",207,88,3,2018,3,0
"48.2",207,90,3,2018,3,0
"48.2",207,92,3,2018,3,0
"48.2",207,94,3,2018,3,0
"48.2",207,96,3,2018,3,0
"48.2",207,98,3,2018,3,0
"48.2",207,100,3,2018,3,0
"48.2",208,0,4,2018,1,0
"48.2",208,2,4,2018,1,0
"48.2",208,4,4,2018,1,0
"48.2",208,6,4,2018,1,0
"48.2",208,8,4,2018,1,0
"48.2",208,10,4,2018,1,0
"48.2",208,12,4,2018,1,0
"48.2",208,14,4,2018,1,0
"48.2",208,16,4,2018,1,0
"48.2",208,18,4,2018,1,0
"48.2",208,20,4,2018,1,0
"48.2",208,22,4,2018,1,0
"48.2",208,24,4,2018,1,0
"48.2",208,26,4,2018,1,0
"48.2",208,28,4,2018,1,0
"48.2",208,30,4,2018,1,0
"48.2",208,32,4,2018,1,0
"48.2",208,34,4,2018,1,0
"48.2",208,36,4,2018,1,0.0106034675199048
"48.2",208,38,4,2018,1,0.0178647964878339
"48.2",208,40,4,2018,1,0.081305652702334
"48.2",208,42,4,2018,1,0.125581020413225
"48.2",208,44,4,2018,1,0.144263958131805
"48.2",208,46,4,2018,1,0.162357938338666
"48.2",208,48,4,2018,1,0.222771535580524
"48.2",208,50,4,2018,1,0.147354341840911
"48.2",208,52,4,2018,1,0.0586888905424511
"48.2",208,54,4,2018,1,0.0215551752362527
"48.2",208,56,4,2018,1,0.00765322320609172
"48.2",208,58,4,2018,1,0
"48.2",208,60,4,2018,1,0
"48.2",208,62,4,2018,1,0
"48.2",208,64,4,2018,1,0
"48.2",208,66,4,2018,1,0
"48.2",208,68,4,2018,1,0
"48.2",208,70,4,2018,1,0
"48.2",208,72,4,2018,1,0
"48.2",208,74,4,2018,1,0
"48.2",208,76,4,2018,1,0
"48.2",208,78,4,2018,1,0
"48.2",208,80,4,2018,1,0
"48.2",208,82,4,2018,1,0
"48.2",208,84,4,2018,1,0
"48.2",208,86,4,2018,1,0
"48.2",208,88,4,2018,1,0
"48.2",208,90,4,2018,1,0
"48.2",208,92,4,2018,1,0
"48.2",208,94,4,2018,1,0
"48.2",208,96,4,2018,1,0
"48.2",208,98,4,2018,1,0
"48.2",208,100,4,2018,1,0
"48.2",210,0,6,2018,1,0
"48.2",210,2,6,2018,1,0
"48.2",210,4,6,2018,1,0
"48.2",210,6,6,2018,1,0
"48.2",210,8,6,2018,1,0
"48.2",210,10,6,2018,1,0
"48.2",210,12,6,2018,1,0
"48.2",210,14,6,2018,1,0
"48.2",210,16,6,2018,1,0
"48.2",210,18,6,2018,1,0
"48.2",210,20,6,2018,1,0
"48.2",210,22,6,2018,1,0
"48.2",210,24,6,2018,1,0
"48.2",210,26,6,2018,1,0
"48.2",210,28,6,2018,1,0
"48.2",210,30,6,2018,1,0
"48.2",210,32,6,2018,1,0
"48.2",210,34,6,2018,1,0
"48.2",210,36,6,2018,1,0
"48.2",210,38,6,2018,1,0.005
"48.2",210,40,6,2018,1,0.045
"48.2",210,42,6,2018,1,0.05
"48.2",210,44,6,2018,1,0.15
"48.2",210,46,6,2018,1,0.185
"48.2",210,48,6,2018,1,0.195
"48.2",210,50,6,2018,1,0.255
"48.2",210,52,6,2018,1,0.085
"48.2",210,54,6,2018,1,0.03
"48.2",210,56,6,2018,1,0
"48.2",210,58,6,2018,1,0
"48.2",210,60,6,2018,1,0
"48.2",210,62,6,2018,1,0
"48.2",210,64,6,2018,1,0
"48.2",210,66,6,2018,1,0
"48.2",210,68,6,2018,1,0
"48.2",210,70,6,2018,1,0
"48.2",210,72,6,2018,1,0
"48.2",210,74,6,2018,1,0
"48.2",210,76,6,2018,1,0
"48.2",210,78,6,2018,1,0
"48.2",210,80,6,2018,1,0
"48.2",210,82,6,2018,1,0
"48.2",210,84,6,2018,1,0
"48.2",210,86,6,2018,1,0
"48.2",210,88,6,2018,1,0
"48.2",210,90,6,2018,1,0
"48.2",210,92,6,2018,1,0
"48.2",210,94,6,2018,1,0
"48.2",210,96,6,2018,1,0
"48.2",210,98,6,2018,1,0
"48.2",210,100,6,2018,1,0
"48.2",212,0,8,2018,2,0
"48.2",212,2,8,2018,2,0
"48.2",212,4,8,2018,2,0
"48.2",212,6,8,2018,2,0
"48.2",212,8,8,2018,2,0
"48.2",212,10,8,2018,2,0
"48.2",212,12,8,2018,2,0
"48.2",212,14,8,2018,2,0
"48.2",212,16,8,2018,2,0
"48.2",212,18,8,2018,2,0
"48.2",212,20,8,2018,2,0
"48.2",212,22,8,2018,2,0
"48.2",212,24,8,2018,2,0
"48.2",212,26,8,2018,2,0
"48.2",212,28,8,2018,2,0.0025
"48.2",212,30,8,2018,2,0.0075
"48.2",212,32,8,2018,2,0.015
"48.2",212,34,8,2018,2,0.0475
"48.2",212,36,8,2018,2,0.07
"48.2",212,38,8,2018,2,0.0875
"48.2",212,40,8,2018,2,0.125
"48.2",212,42,8,2018,2,0.1325
"48.2",212,44,8,2018,2,0.1725
"48.2",212,46,8,2018,2,0.14
"48.2",212,48,8,2018,2,0.09
"48.2",212,50,8,2018,2,0.0825
"48.2",212,52,8,2018,2,0.0125
"48.2",212,54,8,2018,2,0.0125
"48.2",212,56,8,2018,2,0.0025
"48.2",212,58,8,2018,2,0
"48.2",212,60,8,2018,2,0
"48.2",212,62,8,2018,2,0
"48.2",212,64,8,2018,2,0
"48.2",212,66,8,2018,2,0
"48.2",212,68,8,2018,2,0
"48.2",212,70,8,2018,2,0
"48.2",212,72,8,2018,2,0
"48.2",212,74,8,2018,2,0
"48.2",212,76,8,2018,2,0
"48.2",212,78,8,2018,2,0
"48.2",212,80,8,2018,2,0
"48.2",212,82,8,2018,2,0
"48.2",212,84,8,2018,2,0
"48.2",212,86,8,2018,2,0
"48.2",212,88,8,2018,2,0
"48.2",212,90,8,2018,2,0
"48.2",212,92,8,2018,2,0
"48.2",212,94,8,2018,2,0
"48.2",212,96,8,2018,2,0
"48.2",212,98,8,2018,2,0
"48.2",212,100,8,2018,2,0
"48.2",213,0,9,2018,4,0
"48.2",213,2,9,2018,4,0
"48.2",213,4,9,2018,4,0
"48.2",213,6,9,2018,4,0
"48.2",213,8,9,2018,4,0
"48.2",213,10,9,2018,4,0
"48.2",213,12,9,2018,4,0
"48.2",213,14,9,2018,4,0
"48.2",213,16,9,2018,4,0
"48.2",213,18,9,2018,4,0
"48.2",213,20,9,2018,4,0.000284273041132222
"48.2",213,22,9,2018,4,0
"48.2",213,24,9,2018,4,0
"48.2",213,26,9,2018,4,0.000871098275248835
"48.2",213,28,9,2018,4,0.00333098033893704
"48.2",213,30,9,2018,4,0.00282289366432576
"48.2",213,32,9,2018,4,0.0164873484725444
"48.2",213,34,9,2018,4,0.0342030500383421
"48.2",213,36,9,2018,4,0.0468894260944769
"48.2",213,38,9,2018,4,0.0735601735619983
"48.2",213,40,9,2018,4,0.1220629212635
"48.2",213,42,9,2018,4,0.1394713439688
"48.2",213,44,9,2018,4,0.154757593282091
"48.2",213,46,9,2018,4,0.137607406277949
"48.2",213,48,9,2018,4,0.0970585414812158
"48.2",213,50,9,2018,4,0.0976241915009291
"48.2",213,52,9,2018,4,0.0490427470886196
"48.2",213,54,9,2018,4,0.0196542282487329
"48.2",213,56,9,2018,4,0.00397545281464453
"48.2",213,58,9,2018,4,0.000296330586512761
"48.2",213,60,9,2018,4,0
"48.2",213,62,9,2018,4,0
"48.2",213,64,9,2018,4,0
"48.2",213,66,9,2018,4,0
"48.2",213,68,9,2018,4,0
"48.2",213,70,9,2018,4,0
"48.2",213,72,9,2018,4,0
"48.2",213,74,9,2018,4,0
"48.2",213,76,9,2018,4,0
"48.2",213,78,9,2018,4,0
"48.2",213,80,9,2018,4,0
"48.2",213,82,9,2018,4,0
"48.2",213,84,9,2018,4,0
"48.2",213,86,9,2018,4,0
"48.2",213,88,9,2018,4,0
"48.2",213,90,9,2018,4,0
"48.2",213,92,9,2018,4,0
"48.2",213,94,9,2018,4,0
"48.2",213,96,9,2018,4,0
"48.2",213,98,9,2018,4,0
"48.2",213,100,9,2018,4,0
"48.2",214,0,10,2018,2,0
"48.2",214,2,10,2018,2,0
"48.2",214,4,10,2018,2,0
"48.2",214,6,10,2018,2,0
"48.2",214,8,10,2018,2,0
"48.2",214,10,10,2018,2,0
"48.2",214,12,10,2018,2,0.000569332831073163
"48.2",214,14,10,2018,2,0
"48.2",214,16,10,2018,2,0
"48.2",214,18,10,2018,2,0
"48.2",214,20,10,2018,2,0
"48.2",214,22,10,2018,2,0
"48.2",214,24,10,2018,2,0.00056263602879625
"48.2",214,26,10,2018,2,0
"48.2",214,28,10,2018,2,0.00056263602879625
"48.2",214,30,10,2018,2,0.00559667058946726
"48.2",214,32,10,2018,2,0.0152735831627889
"48.2",214,34,10,2018,2,0.0465184167187888
"48.2",214,36,10,2018,2,0.0825203437164686
"48.2",214,38,10,2018,2,0.103800159492534
"48.2",214,40,10,2018,2,0.232665550966156
"48.2",214,42,10,2018,2,0.188578746129968
"48.2",214,44,10,2018,2,0.16827090050768
"48.2",214,46,10,2018,2,0.075862078752283
"48.2",214,48,10,2018,2,0.0424326669958079
"48.2",214,50,10,2018,2,0.0267755170652751
"48.2",214,52,10,2018,2,0.00416164293137234
"48.2",214,54,10,2018,2,0.00584911808274512
"48.2",214,56,10,2018,2,0
"48.2",214,58,10,2018,2,0
"48.2",214,60,10,2018,2,0
"48.2",214,62,10,2018,2,0
"48.2",214,64,10,2018,2,0
"48.2",214,66,10,2018,2,0
"48.2",214,68,10,2018,2,0
"48.2",214,70,10,2018,2,0
"48.2",214,72,10,2018,2,0
"48.2",214,74,10,2018,2,0
"48.2",214,76,10,2018,2,0
"48.2",214,78,10,2018,2,0
"48.2",214,80,10,2018,2,0
"48.2",214,82,10,2018,2,0
"48.2",214,84,10,2018,2,0
"48.2",214,86,10,2018,2,0
"48.2",214,88,10,2018,2,0
"48.2",214,90,10,2018,2,0
"48.2",214,92,10,2018,2,0
"48.2",214,94,10,2018,2,0
"48.2",214,96,10,2018,2,0
"48.2",214,98,10,2018,2,0
"48.2",214,100,10,2018,2,0
"48.2",216,0,12,2018,4,0
"48.2",216,2,12,2018,4,0
"48.2",216,4,12,2018,4,0
"48.2",216,6,12,2018,4,0
"48.2",216,8,12,2018,4,0
"48.2",216,10,12,2018,4,0
"48.2",216,12,12,2018,4,0.000875393483028315
"48.2",216,14,12,2018,4,0.00107601839812137
"48.2",216,16,12,2018,4,0.00399308929843969
"48.2",216,18,12,2018,4,0.000861106079148424
"48.2",216,20,12,2018,4,0.00374536167631606
"48.2",216,22,12,2018,4,0.0136084350224557
"48.2",216,24,12,2018,4,0.01561972802618
"48.2",216,26,12,2018,4,0.0278153351121509
"48.2",216,28,12,2018,4,0.0805406224329339
"48.2",216,30,12,2018,4,0.203389211729127
"48.2",216,32,12,2018,4,0.243597565959935
"48.2",216,34,12,2018,4,0.189438676655715
"48.2",216,36,12,2018,4,0.0873528164656417
"48.2",216,38,12,2018,4,0.0399102897452941
"48.2",216,40,12,2018,4,0.0260687316593711
"48.2",216,42,12,2018,4,0.0121314430872503
"48.2",216,44,12,2018,4,0.00867618184717186
"48.2",216,46,12,2018,4,0.00747893351766364
"48.2",216,48,12,2018,4,0.00568865688045151
"48.2",216,50,12,2018,4,0.00997372826653531
"48.2",216,52,12,2018,4,0.0109891035432334
"48.2",216,54,12,2018,4,0.00453613194091804
"48.2",216,56,12,2018,4,0.00219526022732502
"48.2",216,58,12,2018,4,0.000438178945592318
"48.2",216,60,12,2018,4,0
"48.2",216,62,12,2018,4,0
"48.2",216,64,12,2018,4,0
"48.2",216,66,12,2018,4,0
"48.2",216,68,12,2018,4,0
"48.2",216,70,12,2018,4,0
"48.2",216,72,12,2018,4,0
"48.2",216,74,12,2018,4,0
"48.2",216,76,12,2018,4,0
"48.2",216,78,12,2018,4,0
"48.2",216,80,12,2018,4,0
"48.2",216,82,12,2018,4,0
"48.2",216,84,12,2018,4,0
"48.2",216,86,12,2018,4,0
"48.2",216,88,12,2018,4,0
"48.2",216,90,12,2018,4,0
"48.2",216,92,12,2018,4,0
"48.2",216,94,12,2018,4,0
"48.2",216,96,12,2018,4,0
"48.2",216,98,12,2018,4,0
"48.2",216,100,12,2018,4,0
"48.2",217,0,1,2019,5,0
"48.2",217,2,1,2019,5,0
"48.2",217,4,1,2019,5,0
"48.2",217,6,1,2019,5,0
"48.2",217,8,1,2019,5,0
"48.2",217,10,1,2019,5,0
"48.2",217,12,1,2019,5,0
"48.2",217,14,1,2019,5,0
"48.2",217,16,1,2019,5,0
"48.2",217,18,1,2019,5,0
"48.2",217,20,1,2019,5,1.03791998980614e-05
"48.2",217,22,1,2019,5,0
"48.2",217,24,1,2019,5,0.000357163630546581
"48.2",217,26,1,2019,5,0.00204187693398238
"48.2",217,28,1,2019,5,0.00634263300179644
"48.2",217,30,1,2019,5,0.0275118341387087
"48.2",217,32,1,2019,5,0.0475866609632545
"48.2",217,34,1,2019,5,0.0736826367149818
"48.2",217,36,1,2019,5,0.110636545779798
"48.2",217,38,1,2019,5,0.114495658972279
"48.2",217,40,1,2019,5,0.141698585145662
"48.2",217,42,1,2019,5,0.109076857912476
"48.2",217,44,1,2019,5,0.0850158279454261
"48.2",217,46,1,2019,5,0.0598721075382146
"48.2",217,48,1,2019,5,0.0523899613049553
"48.2",217,50,1,2019,5,0.0652328171478664
"48.2",217,52,1,2019,5,0.0573971538360138
"48.2",217,54,1,2019,5,0.0313898802539744
"48.2",217,56,1,2019,5,0.0122346913217738
"48.2",217,58,1,2019,5,0.00277754745664443
"48.2",217,60,1,2019,5,0.000249180801748329
"48.2",217,62,1,2019,5,0
"48.2",217,64,1,2019,5,0
"48.2",217,66,1,2019,5,0
"48.2",217,68,1,2019,5,0
"48.2",217,70,1,2019,5,0
"48.2",217,72,1,2019,5,0
"48.2",217,74,1,2019,5,0
"48.2",217,76,1,2019,5,0
"48.2",217,78,1,2019,5,0
"48.2",217,80,1,2019,5,0
"48.2",217,82,1,2019,5,0
"48.2",217,84,1,2019,5,0
"48.2",217,86,1,2019,5,0
"48.2",217,88,1,2019,5,0
"48.2",217,90,1,2019,5,0
"48.2",217,92,1,2019,5,0
"48.2",217,94,1,2019,5,0
"48.2",217,96,1,2019,5,0
"48.2",217,98,1,2019,5,0
"48.2",217,100,1,2019,5,0
"48.2",218,0,2,2019,7,0
"48.2",218,2,2,2019,7,0
"48.2",218,4,2,2019,7,0
"48.2",218,6,2,2019,7,0
"48.2",218,8,2,2019,7,0
"48.2",218,10,2,2019,7,0
"48.2",218,12,2,2019,7,0
"48.2",218,14,2,2019,7,0
"48.2",218,16,2,2019,7,0
"48.2",218,18,2,2019,7,0
"48.2",218,20,2,2019,7,0
"48.2",218,22,2,2019,7,0
"48.2",218,24,2,2019,7,5.54300384503931e-05
"48.2",218,26,2,2019,7,0.000418074797664872
"48.2",218,28,2,2019,7,0.00175822669684051
"48.2",218,30,2,2019,7,0.0031935183692061
"48.2",218,32,2,2019,7,0.0130355634848386
"48.2",218,34,2,2019,7,0.0307237051281429
"48.2",218,36,2,2019,7,0.0624863948576073
"48.2",218,38,2,2019,7,0.0828314540180574
"48.2",218,40,2,2019,7,0.108101004633446
"48.2",218,42,2,2019,7,0.112709611977866
"48.2",218,44,2,2019,7,0.0998097124974312
"48.2",218,46,2,2019,7,0.0897707727202058
"48.2",218,48,2,2019,7,0.0860918565517321
"48.2",218,50,2,2019,7,0.0995811301811821
"48.2",218,52,2,2019,7,0.0870542720832966
"48.2",218,54,2,2019,7,0.0689509140369149
"48.2",218,56,2,2019,7,0.0358834721084753
"48.2",218,58,2,2019,7,0.0138496260448523
"48.2",218,60,2,2019,7,0.00342787274502221
"48.2",218,62,2,2019,7,0.000234200634575353
"48.2",218,64,2,2019,7,0
"48.2",218,66,2,2019,7,3.31863941910536e-05
"48.2",218,68,2,2019,7,0
"48.2",218,70,2,2019,7,0
"48.2",218,72,2,2019,7,0
"48.2",218,74,2,2019,7,0
"48.2",218,76,2,2019,7,0
"48.2",218,78,2,2019,7,0
"48.2",218,80,2,2019,7,0
"48.2",218,82,2,2019,7,0
"48.2",218,84,2,2019,7,0
"48.2",218,86,2,2019,7,0
"48.2",218,88,2,2019,7,0
"48.2",218,90,2,2019,7,0
"48.2",218,92,2,2019,7,0
"48.2",218,94,2,2019,7,0
"48.2",218,96,2,2019,7,0
"48.2",218,98,2,2019,7,0
"48.2",218,100,2,2019,7,0
"48.2",219,0,3,2019,10,0
"48.2",219,2,3,2019,10,0
"48.2",219,4,3,2019,10,0
"48.2",219,6,3,2019,10,0
"48.2",219,8,3,2019,10,0
"48.2",219,10,3,2019,10,0
"48.2",219,12,3,2019,10,0
"48.2",219,14,3,2019,10,0
